order_item_id,customer_id,location_id,product_id,payment_id,date_id,quantity,amount,profit
1182,223,7,4,5,216,8,4462.0,121.0
1183,223,7,11,5,216,17,6212.0,1881.0
1184,601,11,4,5,513,6,2078.0,612.0
1185,688,13,4,5,577,19,3854.0,245.0
1186,684,14,4,5,575,6,3316.0,126.0
1187,631,6,11,5,533,6,4026.0,163.0
1188,332,13,11,5,308,4,7900.0,482.0
1189,506,17,11,5,447,9,702.0,238.0
1190,654,17,11,5,549,2,1992.0,355.0
1191,716,18,11,5,593,12,9498.0,256.0
1192,211,7,6,5,204,9,3900.0,115.0
1193,545,10,6,5,472,6,8858.0,3394.0
1194,291,18,6,5,273,18,7497.0,319.0
